Vehicle_Speed,Traffic_Density
40.347970542453204,25.0271202627066
15.192616821490297,70.89724897663685
17.457346849690772,64.80695162051961
19.902561865290625,54.383887599381914
17.677783631795386,68.79362968206814
17.903370381736142,70.04706507198517
17.437252566621915,58.12722325362761
13.826486579223872,67.7759996272754
15.586024082578431,57.31035962519627
20.684709537464908,56.01055788202253
19.07142694260619,51.39585336613882
13.751891055532756,61.453747966823094
94.40758265480068,16.89538289698053
20.761916444202047,71.06530693991964
15.905454989516787,70.3882645808924
99.63805383231815,7.193546227591936
16.845093946683146,66.9362562923572
93.83723501622322,14.66524006050839
35.99318612363691,30.133914069435644
17.666760561754387,60.76311922187058
93.97938006076646,17.056992203623114
17.46247895936813,66.34752680892966
15.236101238804904,67.41006334683064
26.95283213352247,43.060080032062714
97.28354457840877,5.478940378762519
36.55008444226453,26.527859988118458
22.398952873061784,51.26951887818066
12.55902625772083,78.58896335205677
20.967380616089066,52.38601452625013
90.17853557814259,24.485268579811983
23.023069693454648,52.55042773247085
24.712288674031463,45.49890347868916
17.47116016789889,63.48840463633577
97.24387973279211,13.023547912021881
20.670278118602038,62.0770926876521
24.833382378104044,45.59499340070827
14.61491323361651,77.2244002894246
31.04597155487412,30.640412452901458
18.758722115182504,52.44664198504611
14.407927844902352,74.90210791325131
93.09617155380177,12.688229599300945
14.5714810889301,75.29213654273383
19.596530164810193,56.591429172561
97.55396648991504,10.087779432887892
36.70015878112246,27.57226752101122
19.986546851494833,58.11290664839612
96.17290520036721,10.051295110157877
18.41093293304524,48.662784513220494
31.509168869602497,30.941229271471755
20.924982822636927,51.56866383256078
92.99865475710129,8.430652535938464
17.122312881136445,70.36526046142822
17.51730000169722,78.01167268830477
16.95379804828367,77.66583914642686
17.693463990876232,61.223887380719354
98.5695912066309,14.756468009797398
18.24267170618971,61.869739694676696
96.25113459288184,6.844018734410113
95.49608546350727,6.659266364674794
34.410326545672746,29.27076643621559
24.94808995419982,41.648239280349934
18.045024692137492,62.78055633558449
19.91389532115196,56.24715324548789
27.62868266503435,38.44270297825612
40.18977965956507,25.52199997112494
16.534850095889382,79.78433751182834
30.495321815359453,36.96359766769797
24.39371174726614,38.85402682472566
85.42952195954406,17.27178658937519
19.10736492489727,64.6107161562447
16.612916101217067,57.02616693361165
90.70261541065913,21.55772095915703
92.01822955334664,11.178578421188202
16.056101039139797,56.03744765560348
21.391500350335978,54.08834107108514
40.869714540918785,25.4944645248657
13.604446283328631,76.31476716878078
85.69513637013826,16.32934188356752
27.19264690604781,37.42511007819515
15.640389746794428,75.77119401256992
25.972096198593214,36.47954876945917
21.095886922092237,52.889446074806415
30.105308520999404,34.81957984720957
40.41771068377388,25.566140176150252
14.559256276820049,78.79832359698712
27.53785503803794,35.700050473628224
17.9659416286521,72.05744027593508
90.62577310418651,22.246595441831463
91.5249452607177,20.982852801881247
94.26617363624507,7.335056216338352
19.495596981901162,53.87501190319138
30.111816274968866,32.63947577928209
15.691128007270004,69.82686873797277
29.802410153487884,40.49074300186679
11.781491663302564,77.61450709360413
87.59355033527613,18.914413677734085
18.91109776112622,70.1467375966708
17.165119229081938,63.24476395938063
16.355974932129616,62.8191383483039
18.437777975464172,68.35874210876658
16.678710184155296,62.076799320724916
24.71702240011303,51.966524122356155
96.09643128354618,14.843365826179069
95.56048039082533,7.439463461843894
19.492273062898363,74.06358858617651
20.122368625174406,51.248773589055354
18.690885505325927,64.74029682321323
26.620951700386378,41.11417636344125
98.38597819932457,13.798114172179586
98.92895982410406,14.388934415191283
19.602446388323266,56.41739654217285
26.88011676111546,37.2729421174597
93.36417462780724,20.039354502525253
24.247523633543864,41.86959100560777
102.11389363032585,9.815670280635057
22.641159689926077,48.64785514357991
39.0380287205475,25.174505332632325
17.557168156534367,64.81693254778911
33.36653120481661,28.277146919268034
25.242066850372307,39.14151118113509
101.25262552659026,5.871540493107547
93.85591052924904,10.433516584591915
28.33444313897644,34.43701673050136
27.162863834209997,40.99541260378426
24.188978795633354,50.00154110894778
39.0853275649811,26.874693403197742
21.30841315028677,57.12364145949069
14.5918078878401,69.50917978919034
14.677485425101528,63.48882416700123
101.31543619541574,7.971411901126785
25.420052622386866,41.03802104433717
94.0995955980896,12.869763381363114
94.72323194967134,23.15337618968956
15.398226261331105,78.99969449503598
95.09279702919943,15.687165717613492
29.637591246804135,42.4166115088517
20.00402509786367,51.361680073858935
20.999054830832904,57.684872790807795
23.202648481892062,46.973651261518555
98.51265141401426,5.732813556438774
37.85508053086361,29.48459811829939
25.5915465629589,43.82837325385336
96.97889326280391,11.589987435862502
35.205580122332016,31.297019840688556
95.90904854763035,7.490233159352492
93.12501608333235,10.893387286626556
28.084451509989144,34.7692457151197
88.11945761058018,14.953681553229526
26.941048014930384,47.56556361961686
17.239418234376494,56.70987268529493
16.689580559271914,65.04400243318122
91.16505277298894,20.011268318360756
93.89774262565521,17.56119366943023
97.31017642758587,12.842588025080019
22.506549668133445,52.732268715772754
17.885794864181754,57.98567948651759
96.5510505138715,7.368960861923153
15.524784161522442,75.21591846827674
95.69478811190518,8.89784627386043
26.931406772311263,45.59722514758028
19.97544083049229,58.17953895881873
17.40121116818481,70.32268428095642
20.206594931879984,58.556519909932085
19.458123215663168,65.12960623023439
34.204169850460524,30.458764440710453
14.281152807221702,66.11188353098842
96.79561846371766,11.008613478850636
14.259217997712273,72.11124920453958
22.440190477425137,46.069428211530216
18.003652193608367,66.29733274718703
29.79656238686872,38.92387133887251
20.636921933596607,53.26832713973937
24.869791328316296,44.48019957020849
21.90318952530738,59.86921413164989
96.27336007754802,11.122248652294218
103.99448682282427,9.526406299292285
92.28343191659025,23.532742550760982
87.93137131913689,16.965851008489125
17.425229633365532,70.38376749441512
92.567055533907,21.441049051853323
17.00433453019441,78.18989418643484
35.37232822827447,30.267184382833012
92.1210945773877,18.658843676652445
14.885583453167037,64.22738803568593
19.782925154120882,54.40308316256571
23.634294030504318,42.36467873398542
22.071234769469335,46.65226632032234
